"name","description","longitude","latitude","address"
"Valley Entrance",,"-2.46272","54.19157","Valley Entrance, Thornton in Lonsdale, Ingleton, England, LA6 3PH, United Kingdom"
"Browside Cave",,"-2.38767","54.21421","Kirkby Gate, Ingleton, England, LA6 3AU, United Kingdom"
"Yordas Pot",,"-2.45432","54.20719","Yordas Pot (Top Entrance), Thornton in Lonsdale, Carnforth, England, LA6 3PH, United Kingdom"
"Bruntscar Cave",,"-2.40313","54.20567","Kirkby Gate, Ingleton, England, LA6 3AX, United Kingdom"
"Yordas (Middle entrance)",,"-2.45404","54.20723","Yordas Pot (Middle Entrance), Thornton in Lonsdale, Carnforth, England, LA6 3PH, United Kingdom"
"Daimler Hole",,"-2.39828","54.21077","Kirkby Gate, Ingleton, England, LA6 3AX, United Kingdom"
"Yordas Cave",,"-2.45275","54.20681","Yordas Cave, Thornton in Lonsdale, Carnforth, England, LA6 3PH, United Kingdom"
"Gatekirk Cave",,"-2.39153","54.20417","Private Access Only, Philpin Lane, Ingleton, England, LA6 3FH, United Kingdom"
"Shout Pot",,"-2.4588","54.20317","Bull Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Malham Cove Rising",,"-2.15821","54.07289","Malham Cove, Malham, England, BD23 4DJ, United Kingdom"
"Cow Pot (Kingsdale)",,"-2.45797","54.20353","Bull Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Turbary Pot",,"-2.46883","54.19237","Turbary Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Green Laids Pot",,"-2.46162","54.201","Jingling Caves Gill, LA6 3PH, United Kingdom"
"Apprentice Pot",,"-2.45758","54.2049","Bull Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Primrose Pot",,"-2.45778","54.2041","Bull Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"P207",,"-2.46947","54.19203","Turbary Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Dale Barn Cave",,"-2.4444","54.17495","River Doe, United Kingdom"
"Dry Gill Cave",,"-2.4321","54.17863","Twisleton Dale House, Ingleton, England, LA6 3JQ, United Kingdom"
"Illusion",,"-2.46102","54.18118","George’s Scar, LA6 3PH, United Kingdom"
"Crescent Pot",,"-2.45287","54.1843","Crescent Pot, Thornton in Lonsdale, Carnforth, England, LA6 3PH, United Kingdom"
"Broken Finger Pot",,"-2.44513","54.19074","Vespers Pot, Kirkby Gate, Ingleton, England, LA6 3AP, United Kingdom"
"King Pot",,"-2.4484","54.1916","Braida Garth Scar, LA6 3PH, United Kingdom"
"Growling Hole",,"-2.44211","54.19239","Vespers Pot, Kirkby Gate, Ingleton, England, LA6 3AP, United Kingdom"
"Vesper Pot",,"-2.44292","54.1934","Vespers Pot, Kirkby Gate, Ingleton, England, LA6 3AP, United Kingdom"
"Spectacle Pot",,"-2.44461","54.19481","Vespers Pot, Kirkby Gate, Ingleton, England, LA6 3AP, United Kingdom"
"Valley Exit",,"-2.45253","54.19872","Kingsdale, United Kingdom"
"Brown Hill Pot",,"-2.44109","54.20115","Long Scar, LA6 3PH, United Kingdom"
"Floyds Entrance",,"-2.44085","54.20063","Long Scar, LA6 3PH, United Kingdom"
"Heron Pot Upper",,"-2.43927","54.2038","Heron Pot, Thornton Lane, England, LA6 3PH, United Kingdom"
"Gaze Gill Cave",,"-2.43902","54.20857","Gaze Gill, United Kingdom"
"Batty Cave",,"-2.4512","54.21047","Thornton Lane, England, LA6 3PH, United Kingdom"
"Low Douk Cave",,"-2.49551","54.18582","Low Douk Cave, Turbary Road, England, LA6 3PH, United Kingdom"
"Rift Pot (Marble Steps)",,"-2.49306","54.18684","New Rift Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Marble Steps Pot",,"-2.49165","54.18831","Marble Steps Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Large Pot",,"-2.48841","54.18645","Marble Steps Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Little Pot",,"-2.4883","54.18643","Marble Steps Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"The Mohole",,"-2.48209","54.18776","Turbary Road, England, LA6 3PH, United Kingdom"
"Kail Pot",,"-2.48028","54.18674","Turbary Road, England, LA6 3PH, United Kingdom"
"Notts Pot",,"-2.50574","54.1949","Notts Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Dead Dobbin",,"-2.51595","54.19738","Dead Dobbin Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Notts 2",,"-2.51244","54.19938","Notts 2, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Boxhead Pot",,"-2.50586","54.19992","Boxhead Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Lost Pot",,"-2.50599","54.20044","Lost Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Lost Johns",,"-2.50624","54.20249","Lost Johns' Cave, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Rift Entrance",,"-2.50693","54.20446","Short Drop, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Short Drop",,"-2.50698","54.20507","Short Drop, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Deaths Head",,"-2.51066","54.20708","Death's Head Hole, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Big Meanie",,"-2.51246","54.20719","Big Meanie, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Gavel Pot",,"-2.51332","54.20614","Gavel Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Eye Holes",,"-2.51008","54.20736","Eye Holes, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Bruntskill Pot",,"-2.51141","54.209","Brunskill Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Long Drop",,"-2.50779","54.20732","Long Drop Cave, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Rumbling Hole",,"-2.50561","54.20665","Rumbling Hole, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Rumbling Beck Cave",,"-2.50487","54.20683","Rumbling Beck Cave, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Coal Hole Entrance",,"-2.50486","54.2061","Coal Hole, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Rough Pot",,"-2.50583","54.20117","Lost Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Ayegill Caverns",,"-2.51775","54.23107","Aygill Caverns, Fell Road, Casterton, Carnforth, England, LA6 2JP, United Kingdom"
"The Borehole",,"-2.49679","54.22097","Pool Sink, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Boundary Pot",,"-2.49369","54.22241","Ease Gill, LA6 2JE, United Kingdom"
"Bull Pot of the Witches",,"-2.5195","54.2264","Bull Pot of the Witches, Fell Road, Casterton, Carnforth, England, LA6 2JP, United Kingdom"
"Bye George",,"-2.50579","54.21136","Bumbling Hole, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Casterton Pot",,"-2.51871","54.22923","Bullpot Farm, Fell Road, Casterton, Carnforth, England, LA6 2JP, United Kingdom"
"Corner Sink",,"-2.49859","54.22047","Wretched Rabbit, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"County Pot",,"-2.49942","54.21982","County Pot, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Shannon Cave"," c.1700m long cave system feeding Shannon Pot, the source of the R. Shannon","-7.85596","54.2405","Polltullyard, Marlbank Road, Northern Ireland, BT92 1DY, United Kingdom"
"Polliniska"," 60m deep pothole","-7.74863","54.2095","Polliniska, H14 KX84, Ireland"
"Marble Arch Caves",,"-7.814313888888889","54.258427777777776","Millennium Milepost, Marlbank Road, Northern Ireland, BT92 1DY, United Kingdom"
"Bakers Pit",,"-3.7733","50.4831","West Rock, Station Road, Teignbridge, England, TQ11 0BX, United Kingdom"
"Cox's Cave",,"-2.7688888888888887","51.281666666666666","Cox's Cave and The Crystal Quest, The Cliffs, Cheddar, England, BS27 3QE, United Kingdom"
"Eastwater Cavern",,"-2.66223","51.2551","Eastwater, Priddy, England, BA5 3AX, United Kingdom"
"Clapham Beck Head",,"-2.3770353198051453","54.135032330601476","Beck Head Stream Cave, Clapdale Drive, England, LA2 8EE, United Kingdom"
"Beck Head Stream Cave",,"-2.3764264583587646","54.13560904670854","Beck Head Stream Cave, Clapdale Drive, England, LA2 8EE, United Kingdom"
"Clapham Bottoms Pot",,"-2.3714590072631836","54.14398702455689","Clapham Bottoms, England, LA2 8EE, United Kingdom"
"Hensler's Pot",,"-2.3798489570617676","54.14787689716088","Flood Entrance Pot, Clapdale Drive, England, LA2 8EE, United Kingdom"
"Disappointement Pot",,"-2.383507490158081","54.14857439625691","Disappointment Pot, Clapdale Drive, England, LA2 8EE, United Kingdom"
"Gaping Gill [Gaping Ghyll]",,"-2.3825794458389282","54.14946353347236","Gaping Gill, Clapham Lane, England, LA2 8EE, United Kingdom"
"Upper Flood Swallet",,"-2.710277777777778","51.29888888888889","Upper Flood Swallet, Velvet Bottom, Bristol, England, BS40 7XR, United Kingdom"
"Titan cave",,"-1.7932916666666665","53.33335833333334","Titan Shaft, Dirtlow Rake, High Peak, England, S33 8WS, United Kingdom"
"Thrupe Lane Swallet",,"-2.5688888888888886","51.21027777777779","Thrupe Lane Swallett, Thrupe Lane, Croscombe, England, BA5 3HD, United Kingdom"
"Hunter's Hole",,"-2.65","51.246","Hunter's Hole Old Bristol Road, Priddy, England, BA5 3AL, United Kingdom"
"Sidcot Swallet",,"-2.754166666666667","51.321111111111115","Sidcot Swallet, The Combe, Bristol, England, BS40 7AR, United Kingdom"
"Shatter Cave",,"-2.4922222222222223","51.225833333333334","Fairy Cave Quarry, United Kingdom"
"Pridhamsleigh Cavern",,"-3.765","50.498","Pridhamsleigh Cavern, Devon Expressway, South Hams, England, TQ13 7JL, United Kingdom"
"Mossdale Caverns",,"-1.9766666666666668","54.12361111111111","Mossdale Caverns, Bycliffe Road, England, BD23 5EQ, United Kingdom"
"Kents Cavern",,"-3.50338","50.46701","Kent's Road, Torquay, England, TQ1 2EN, United Kingdom"
"Eden Sike Cave",,"-2.33704","54.36804","Eden Sike Cave, The High Way, England, LA10 5PY, United Kingdom"
"Gloucester Hole",,"-2.6684","51.646","Rock Villa Lane, Forest of Dean, England, NP16 7DL, United Kingdom"
"Iron Kiln Hole",,"-2.512437254190445","54.19940008329199","Notts 2, Leck Fell Lane, Lancaster, England, LA6 2JF, United Kingdom"
"Coalpithole Rake No.10",,"-1.86333","53.32763","P0, Bagshaw Lane, High Peak, England, SK17 8EU, United Kingdom"
"Christmas Hole",,"-1.83629","53.33119","P8, Perrydale, High Peak, England, SK17 8EP, United Kingdom"
"Christmas Swallet [P9]",,"-1.83362","53.33638","P9 [Christmas Swallet], Sheffield Road, High Peak, England, SK23 0QT, United Kingdom"
"Chrome Hill Cave",,"-1.89068","53.20271","Dowall Hall Farm, Derbyshire Dales, England, SK17 0RW, United Kingdom"
"Chrome Hill Rift",,"-1.89367","53.20361","Chrome Hill, SK17 0RW, United Kingdom"
"Churn Holes",,"-1.84352","53.24365","Deep Dale, Derbyshire Dales, England, SK17 9TE, United Kingdom"
"Conies Dale Pot",,"-1.80479","53.32395","Bradwell Moor, SK17 8JD, United Kingdom"
"Convalescence Pot",,"-1.80734","53.09204","Hope Dale Hollow, Staffordshire Moorlands, England, DE6 2GF, United Kingdom"
"Cotton Cave",,"-1.81167","53.1271","Beresford Dale NNR, United Kingdom"
"Cove Hole",,"-1.82734","53.33616","Snelslow Swallet, Sheffield Road, High Peak, England, SK23 0QT, United Kingdom"
"Cremetorium Pot",,"-1.77725","53.32307","Clement Lane, Derbyshire Dales, England, S33 9JP, United Kingdom"
"Critchlow Cave",,"-1.74548","53.19019","Lathkill Head Cave, Church Street, Derbyshire Dales, England, DE45 1JG, United Kingdom"
"Crock Pot",,"-1.70362","53.28997","Waterfall Swallet, United Kingdom"
"Crowdecote Cave",,"-1.83837","53.17838","Lower Whitle Farm, Staffordshire Moorlands, England, United Kingdom"
"Cunningdale Swallet",,"-1.89203","53.26114","Dale Lane, High Peak, England, SK17 7LF, United Kingdom"
"Dafar Pot",,"-1.85669","53.10133","Wetton Mill, Manifold Valley Road, Staffordshire Moorlands, England, DE6 2AG, United Kingdom"
"Dead Dogs Hole",,"-1.74263","53.27518","Mires Lane, Derbyshire Dales, England, SK17 8RN, United Kingdom"
"Deadmans Clough Swallet",,"-1.73727","53.31753","Hazlebadge Hall, Green Dale, Derbyshire Dales, England, S33 9HX, United Kingdom"
"Deepdale Cave",,"-1.85733","53.23854","The Old Vicarage, Bath Road, High Peak, England, SK17 7JA, United Kingdom"
"Deepdale Resurgence",,"-1.85613","53.23863","Deep Dale & Topley Pike SSSI, Caxterway Lane, Derbyshire Dales, England, SK17 9TE, United Kingdom"
"Delph Hole",,"-1.67676","53.28009","Stoney West, S32 5QX, United Kingdom"
"Didos Cave",,"-1.55924","53.11295","Derby Road, Derbyshire Dales, England, DE4 3PX, United Kingdom"
"Dielasma Cave",,"-1.79984","53.34534","Treak Cliff, United Kingdom"
"Dog Holes Resurgence",,"-1.94006","53.25166","Macclesfield Old Road, High Peak, England, SK17 6TY, United Kingdom"
"Dove Holes",,"-1.78872","53.0789","Dove Holes, Ilam Rock Bridge, Derbyshire Dales, England, DE6 2GB, United Kingdom"
"Dove Holes Swallet",,"-1.88759","53.29819","Queens, 2 Hallsteads, High Peak, England, SK17 8BJ, United Kingdom"
"Dowel Cave",,"-1.88918","53.20541","Dowall Hall Farm, Derbyshire Dales, England, SK17 0RW, United Kingdom"
"Dowal Dale Side Pot",,"-1.88917","53.2072","Dowel Dale, SK17 0RW, United Kingdom"
"Dowel Resurgence",,"-1.88836","53.20459","Dowall Hall Farm, Derbyshire Dales, England, SK17 0RW, United Kingdom"
"Dowse Hole",,"-1.72964","53.2956","Grindlow CP, Derbyshire Dales, England, SK17 8RJ, United Kingdom"
"Dumble Hole Swallet",,"-1.47764","53.16521","Black Swan, Milken Lane, North East Derbyshire, England, S45 0AD, United Kingdom"
"Dungeon Cave",,"-1.84434","53.18468","Tagg Lane, Derbyshire Dales, England, SK17 0DB, United Kingdom"
"Egnaro Aven",,"-1.78903","53.33593","Titan Shaft, Dirtlow Rake, High Peak, England, S33 8WS, United Kingdom"
"Eldon Hole",,"-1.82713","53.32485","Eldon Hole, Eldon Lane, High Peak, England, SK17 8EW, United Kingdom"
"Etches Cave",,"-1.89067","53.20541","Dowall Hall Farm, Derbyshire Dales, England, SK17 0RW, United Kingdom"
"Eyam Dale House Cave",,"-1.67206","53.28289","The Dale, Derbyshire Dales, England, S32 5RP, United Kingdom"
"Farnsley Lane Swallet",,"-1.69074","53.27589","Farnsley Lane, Derbyshire Dales, England, S32 4TH, United Kingdom"
"Fatigue Pot",,"-1.66139","53.27015","Coombs Dale, Derbyshire Dales, England, S32 4TY, United Kingdom"
"Field Shaft",,"-1.78106","53.34061","Goosehill Hall Holiday Cottages, Buxton Road, High Peak, England, S33 8WP, United Kingdom"
"Flow Guage Rising",,"-1.7929","53.05379","Thorpe Road, Staffordshire Moorlands, England, DE6 2AY, United Kingdom"
"Fox Hole Cave",,"-1.85179","53.19368","High Wheeldon, SK17 0DA, United Kingdom"
"Frankith Rocks Cave",,"-1.80466","53.12287","Frank-i-th-rocks Bridge, Derbyshire Dales, England, SK17 0AX, United Kingdom"
"Gateham Swallet",,"-1.8267","53.10375","Under Wetton Farm, Staffordshire Moorlands, England, DE6 2AE, United Kingdom"
"Gautries Hill Pot",,"-1.85008","53.32687","Gautries Hill Pot, Perrydale, High Peak, England, SK17 8EP, United Kingdom"
"P3 [Gauries Hole]",,"-1.84932","53.32988","P3 [Gauries Hole], Perrydale, High Peak, England, SK17 8EP, United Kingdom"
"Giants Cave Resurgence",,"-1.8259","53.34032","Giants Hole, Sheffield Road, High Peak, England, SK23 0QT, United Kingdom"
"Giants Cave Sink",,"-1.82597","53.34086","Giants Hole, Sheffield Road, High Peak, England, SK23 0QT, United Kingdom"
"Glutton Dale Cave",,"-1.87271","53.20269","Four Winds, Buxton Road, Derbyshire Dales, England, SK17 0EP, United Kingdom"
"Golf Ball Resurgence",,"-1.93101","53.25667","Riverside Court, High Peak, England, SK17 6DW, United Kingdom"
"Goosehill Cave",,"-1.77978","53.3409","Goosehill, High Peak, England, S33 8WS, United Kingdom"
"Goose Hill Cleft",,"-1.77955","53.34013","Devil's Arse (Peak Cavern), Cave Dale, High Peak, England, S33 8WQ, United Kingdom"
"The Great Cave",,"-1.77807","53.33873","Cave Dale, High Peak, England, S33 8WQ, United Kingdom"
"Green Cowden Chert Quarry Cave",,"-1.7016","53.20699","Monyash Road, Derbyshire Dales, England, DE45 1QY, United Kingdom"
"Green Lane Pot",,"-1.92653","53.25038","Poole's Cavern Visitor Centre, Green Lane, High Peak, England, SK17 9DH, United Kingdom"
"Grinlow Rock Shelter",,"-1.92355","53.24229","Solomon's Temple, Grin Low Road, High Peak, England, SK17 9US, United Kingdom"
"Hale Bopp Pot",,"-1.69039","53.28017","Horseshoe Quarry, United Kingdom"
"Hangover Hole",,"-1.69111","53.28016","Tom’s Cave, Middleton Dale, Derbyshire Dales, England, S32 4TH, United Kingdom"
"Hartle Dale Fissure Cave",,"-1.75509","53.31959","New Lane, Derbyshire Dales, England, S33 9JP, United Kingdom"
"Hazlebadge Cave",,"-1.74452","53.31835","Hazlebadge Hall, Green Dale, Derbyshire Dales, England, S33 9HX, United Kingdom"
"Hell Holes Sinks",,"-1.85927","53.06613","Manifold Track, Staffordshire Moorlands, England, ST10 3JE, United Kingdom"
"Hermits Cave",,"-1.66198","53.15734","Occupational path, Derbyshire Dales, England, DE4 2LZ, United Kingdom"
"Hiatt Cave",,"-1.79589","53.33944","Suicide Cave(Horseshoe Cave), Winnats Pass, High Peak, England, S33 8WA, United Kingdom"
"High Edge Pot",,"-1.90861","53.2198","tumulus, Washgate Lane, High Peak, England, SK17 0RP, United Kingdom"
"Hilltop Shaft",,"-1.85283","53.32672","Hilltop Shaft, Rushup Lane, High Peak, England, SK23 0QT, United Kingdom"
"Hobbit Hole",,"-1.68898","53.28023","Horseshoe Quarry, United Kingdom"
"Hoftens Cross Swallet",,"-1.89559","53.02832","Moorfield Play Area, Moorfields Close, Staffordshire Moorlands, England, ST10 3EF, United Kingdom"
"Horseshoe Cave",,"-1.79486","53.34106","Suicide Cave(Horseshoe Cave), Winnats Pass, High Peak, England, S33 8WA, United Kingdom"
"Hunger Hill Swallet",,"-1.68709","53.2891","Eyam (Town Head), Tideswell Lane, Derbyshire Dales, England, S32 5QS, United Kingdom"
"Hurdlow Steel Pipe",,"-1.78972","53.33651","Titan Shaft, Dirtlow Rake, High Peak, England, S33 8WS, United Kingdom"
"Ilam Rock Cave",,"-1.7898","53.07502","Ilam Rock, United Kingdom"
"Ivy Green Cave",,"-1.66798","53.27868","Dale Brook, S32 4UB, United Kingdom"
"Jakes Hole",,"-1.9348","53.2342","Cromford and High Peak Railway, High Peak, England, SK17 6UJ, United Kingdom"
"Keyhole Cave",,"-1.66777","53.27857","Dale Brook, S32 4UB, United Kingdom"
"Kittycross Cavern",,"-1.77479","53.3194","Clement Lane, Derbyshire Dales, England, S33 9JP, United Kingdom"
"Lathkill Head Cave Resurgence",,"-1.74585","53.18974","Lathkill Head Cave, Church Street, Derbyshire Dales, England, DE45 1JG, United Kingdom"
"Lathkill Head Cave Top",,"-1.75124","53.19038","Lathkill Head Cave, Church Street, Derbyshire Dales, England, DE45 1JG, United Kingdom"
"Lathkill Resurgence Cave",,"-1.73081","53.18814","Tufa dam waterfall, DE45 1JF, United Kingdom"
"Layby Pot",,"-1.69624","53.28057","Middleton Dale, Derbyshire Dales, England, S32 4TH, United Kingdom"
"Layby Shelter",,"-1.69333","53.28062","Tom’s Cave, Middleton Dale, Derbyshire Dales, England, S32 4TH, United Kingdom"
"Leap Edge Swallet",,"-1.92807","53.22476","Cromford and High Peak Railway, High Peak, England, SK17 9JN, United Kingdom"
"Little Bull Pit",,"-1.84564","53.33174","P6, Perrydale, High Peak, England, SK17 8EP, United Kingdom"
"Little Monks Hole",,"-1.80203","53.27316","Summer Cross, Derbyshire Dales, England, SK17 8HY, United Kingdom"
"Long Dale Swallet 1",,"-1.80993","53.18103","Cotesfield Farm, Derbyshire Dales, England, SK17 0BD, United Kingdom"
"Lovers Leap Cave",,"-1.78538","53.06341","Lover's Leap, Stepping Stones, Derbyshire Dales, England, DE6 2AX, United Kingdom"
"Lower Calesdale Cave",,"-1.74159","53.18547","One Ash Grange Farm, Derbyshire Dales, England, United Kingdom"
"Ludchurch Cavern N",,"-2.02102","53.18833","Lud's Church, Castor's Bridge, Staffordshire Moorlands, England, SK11 0BH, United Kingdom"
